name,noCustomers,meta-heuristic,meta-heuristic+dp
Li_21.vrp,16673.4811,16673.4811
Li_22.vrp,14055.6762,14055.6762
Li_23.vrp,19560.0875,19560.0875
Li_24.vrp,22173.4684,22173.4684
Li_25.vrp,15619.3606,15619.3606
Li_26.vrp,25201.5238,25201.5238
Li_27.vrp,16433.8319,16433.8319
Li_28.vrp,28421.6364,28421.6364
Li_29.vrp,30290.5957,30290.5957
Li_30.vrp,33437.9908,33437.9908
Li_31.vrp,35148.9805,35148.9805
Li_32.vrp,39464.4829,39464.4829
