name,noCustomers,meta-heuristic,meta-heuristic+dp
Li_21.vrp,18137.2539,18137.2539
Li_22.vrp,14342.4093,14342.4093
Li_23.vrp,21437.5127,21437.5127
Li_24.vrp,24660.5347,24660.5347
Li_25.vrp,15929.2227,15929.2227
Li_26.vrp,27184.0298,27184.0298
Li_27.vrp,16628.4803,16628.4803
Li_28.vrp,33078.4774,33078.4774
Li_29.vrp,36079.4223,36079.4223
Li_30.vrp,39343.9439,39343.9439
Li_31.vrp,43742.1559,43742.1559
Li_32.vrp,48696.6462,48696.6462
